document_id,source_dataset,prompt
3758,MedQuAD,What to do for Short Bowel Syndrome ?
3759,MedQuAD,What is (are) IBIDS syndrome ?
3760,MedQuAD,What are the symptoms of Microphthalmia syndromic 9 ?
3761,MedQuAD,What is (are) Permanent neonatal diabetes mellitus ?
3762,PubMedQA,Has the 80-hour workweek improved surgical resident education in New England?
3763,MedQuAD,What are the treatments for craniometaphyseal dysplasia ?
3764,MedQuAD,"What are the treatments for methemoglobinemia, beta-globin type ?"
3765,MedQuAD,What is (are) Hemifacial microsomia ?
3766,MedQuAD,What is (are) Cluttering ?
3767,MedQuAD,What are the treatments for lattice corneal dystrophy type II ?
3768,MedQuAD,What are the treatments for atypical hemolytic-uremic syndrome ?
3769,MedQuAD,How many people are affected by osteoporosis-pseudoglioma syndrome ?
3770,MedQuAD,How to diagnose Transitional Cell Cancer of the Renal Pelvis and Ureter ?
3771,MedQuAD,What is (are) Malakoplakia ?
3772,MedQuAD,Is Potocki-Shaffer syndrome inherited ?
3773,MedQuAD,What are the symptoms of Chronic hiccups ?
3774,MedQuAD,Is Salih myopathy inherited ?
3775,MedQuAD,What are the treatments for Smith-Magenis syndrome ?
3776,MedQuAD,What is the outlook for Wallenberg's Syndrome ?
3777,MedQuAD,Do you have information about Health Fraud
3778,MedQuAD,What are the treatments for X-linked sideroblastic anemia ?
3779,MedQuAD,How many people are affected by nonsyndromic aplasia cutis congenita ?
3780,MedQuAD,How to diagnose Congenital anosmia ?
3781,MedQuAD,What are the symptoms of Glaucoma sleep apnea ?
3782,MedQuAD,Is Breast Cancer inherited ?
3783,PubMedQA,Can ki-67 play a role in prediction of breast cancer patients' response to neoadjuvant chemotherapy?
3784,MedQuAD,What is the outlook for Giant Axonal Neuropathy ?
3785,MedQuAD,What is (are) Polydactyly ?
3786,MedQuAD,How to prevent Microscopic Colitis: Collagenous Colitis and Lymphocytic Colitis ?
3787,MedQuAD,What are the treatments for congenital diaphragmatic hernia ?
3788,PubMedQA,The FOOTSTEP self-management foot care programme: are rheumatoid arthritis patients physically able to participate?
3789,MedQuAD,What is (are) Neuronal ceroid lipofuscinosis 9 ?
3790,MedQuAD,What are the treatments for Developmental Dyspraxia ?
3791,MedQuAD,Is dihydropyrimidinase deficiency inherited ?
3792,MedQuAD,How many people are affected by multiple mitochondrial dysfunctions syndrome ?
3793,MedQuAD,what research (or clinical trials) is being done for Orthostatic Hypotension ?
3794,MedQuAD,What causes Heart Disease in Women ?
3795,MedQuAD,What are the treatments for inclusion body myopathy with early-onset Paget disease and frontotemporal dementia ?
3796,MedQuAD,Is leptin receptor deficiency inherited ?
3797,PubMedQA,Do older men benefit from curative therapy of localized prostate cancer?
3798,PubMedQA,Does concept mapping enhance learning outcome of nursing students?
3799,MedQuAD,what research (or clinical trials) is being done for Spasticity ?
3800,MedQuAD,What is (are) Adolescent idiopathic scoliosis ?
3801,MedQuAD,What are the genetic changes related to Pallister-Hall syndrome ?
3802,MedQuAD,What is (are) Split hand foot malformation ?
3803,MedQuAD,What causes Bronchopulmonary Dysplasia ?
3804,MedQuAD,"What are the treatments for short stature, hyperextensibility, hernia, ocular depression, Rieger anomaly, and teething delay ?"
3805,MedQuAD,Do you have information about Carbohydrates
3806,MedQuAD,What are the symptoms of Congenital chloride diarrhea ?
3807,PubMedQA,Is low birth weight a risk indicator for congenital cytomegalovirus infection?
3808,MedQuAD,What is (are) leukocyte adhesion deficiency type 1 ?
3809,MedQuAD,How many people are affected by Axenfeld-Rieger syndrome ?
3810,MedQuAD,What are the treatments for potassium-aggravated myotonia ?
3811,MedQuAD,What are the symptoms of Urethral Cancer ?
3812,MedQuAD,What are the symptoms of Punctate palmoplantar keratoderma type I ?
3813,MedQuAD,How to diagnose Pancreatic Neuroendocrine Tumors (Islet Cell Tumors) ?
3814,MedQuAD,What are the symptoms of Atrial septal defect ostium primum ?
3815,MedQuAD,what research (or clinical trials) is being done for Dermatomyositis ?
3816,MedQuAD,How many people are affected by carbamoyl phosphate synthetase I deficiency ?
3817,MedQuAD,What are the treatments for PRICKLE1-related progressive myoclonus epilepsy with ataxia ?
3818,MedQuAD,What are the treatments for Lichen sclerosus ?
3819,MedQuAD,What are the treatments for IRAK-4 deficiency ?
3820,MedQuAD,What is (are) Rett Syndrome ?
3821,MedQuAD,What is (are) Salivary Gland Disorders ?
3822,MedQuAD,What causes Pigmented villonodular synovitis ?
3823,MedQuAD,What causes Childhood Nephrotic Syndrome ?
3824,MedQuAD,What are the genetic changes related to X-linked chondrodysplasia punctata 1 ?
3825,PubMedQA,Ultra high risk (UHR) for psychosis criteria: are there different levels of risk for transition to psychosis?
3826,MedQuAD,What are the symptoms of Charcot-Marie-Tooth disease type 1C ?
3827,MedQuAD,what is botulism?
3828,MedQuAD,How many people are affected by progressive pseudorheumatoid dysplasia ?
3829,MedQuAD,How to diagnose Factor V Leiden thrombophilia ?
3830,MedQuAD,What is (are) Arts syndrome ?
3831,MedQuAD,What causes Schindler disease type 1 ?
3832,MedQuAD,How many people are affected by Swyer syndrome ?
3833,MedQuAD,What causes Zollinger-Ellison Syndrome ?
3834,MedQuAD,Who is at risk for Smoking and the Digestive System? ?
3835,MedQuAD,What is (are) pyruvate kinase deficiency ?
3836,MedQuAD,What are the symptoms of Duane syndrome type 2 ?
3837,MedQuAD,What are the treatments for multiple sclerosis ?
3838,MedQuAD,How to diagnose Pneumonia ?
3839,MedQuAD,What are the genetic changes related to Laing distal myopathy ?
3840,PubMedQA,Does sex influence the response to intravenous thrombolysis in ischemic stroke?
3841,MedQuAD,What is (are) Ectopic Pregnancy ?
3842,PubMedQA,Can a practicing surgeon detect early lymphedema reliably?
3843,MedQuAD,What are the genetic changes related to porphyria ?
3844,MedQuAD,What are the symptoms of Lujan syndrome ?
3845,MedQuAD,What are the genetic changes related to glycogen storage disease type V ?
3846,MedQuAD,What is (are) anhidrotic ectodermal dysplasia with immune deficiency ?
3847,MedQuAD,What is (are) Primrose syndrome ?
3848,MedQuAD,What is (are) hereditary leiomyomatosis and renal cell cancer ?
3849,MedQuAD,What are the genetic changes related to mucopolysaccharidosis type II ?
3850,MedQuAD,What are the treatments for Dominant dystrophic epidermolysis bullosa ?
3851,MedQuAD,Is Inclusion body myopathy 2 inherited ?
3852,PubMedQA,Maternal creatine homeostasis is altered during gestation in the spiny mouse: is this a metabolic adaptation to pregnancy?
3853,MedQuAD,What is (are) mucolipidosis III gamma ?
3854,MedQuAD,What are the symptoms of Anaplasmosis ?
3855,MedQuAD,What is (are) phosphoglycerate dehydrogenase deficiency ?
3856,MedQuAD,what research (or clinical trials) is being done for Schizencephaly ?
3857,MedQuAD,What is (are) Blepharospasm ?
3858,MedQuAD,What causes Thalassemia ?
3859,MedQuAD,What is (are) GRACILE syndrome ?
3860,MedQuAD,What causes Hanhart syndrome ?
3861,MedQuAD,Is ADCY5-related dyskinesia inherited ?
3862,MedQuAD,What are the symptoms of Parkinson disease ?
3863,MedQuAD,What are the symptoms of Palmer Pagon syndrome ?
3864,MedQuAD,What is (are) Gardner-Diamond syndrome ?
3865,MedQuAD,What are the symptoms of GM1 gangliosidosis ?
3866,MedQuAD,What are the genetic changes related to Imerslund-Grsbeck syndrome ?
3867,MedQuAD,What is (are) What I need to know about Diarrhea ?
3868,MedQuAD,What is (are) Marshall syndrome ?
3869,MedQuAD,What causes What I need to know about Diverticular Disease ?
3870,MedQuAD,What is the outlook for Neuronal Migration Disorders ?
3871,MedQuAD,How to prevent Peripheral Artery Disease ?
3872,MedQuAD,What is (are) mucopolysaccharidosis type VII ?
3873,MedQuAD,How to diagnose Metachromatic leukodystrophy ?
3874,MedQuAD,What are the treatments for Pulmonary Embolism ?
3875,MedQuAD,Is CHST3-related skeletal dysplasia inherited ?
3876,MedQuAD,How many people are affected by CASK-related intellectual disability ?
3877,MedQuAD,How to diagnose Multiple pterygium syndrome Escobar type ?
3878,MedQuAD,What is (are) spinocerebellar ataxia type 3 ?
3879,MedQuAD,What is the outlook for Progressive Multifocal Leukoencephalopathy ?
3880,MedQuAD,What are the treatments for Chronic hiccups ?
3881,MedQuAD,What causes Prostate Cancer ?
3882,PubMedQA,Multidisciplinary decisions in breast cancer: does the patient receive what the team has recommended?
3883,MedQuAD,"What are the symptoms of Limb-girdle muscular dystrophy, type 2G ?"
3884,MedQuAD,Is phosphoglycerate dehydrogenase deficiency inherited ?
3885,MedQuAD,What are the treatments for KBG syndrome ?
3886,MedQuAD,What are the treatments for androgen insensitivity syndrome ?
3887,MedQuAD,What are the treatments for Paranasal Sinus and Nasal Cavity Cancer ?
3888,MedQuAD,What to do for Multiple Endocrine Neoplasia Type 1 ?
3889,MedQuAD,What is (are) Bednar tumor ?
3890,MedQuAD,What is (are) Absence of the Septum Pellucidum ?
3891,MedQuAD,What is (are) Proctitis ?
3892,MedQuAD,What is (are) Syringoma ?
3893,PubMedQA,Does induction chemotherapy have a role in the management of nasopharyngeal carcinoma?
3894,MedQuAD,What is (are) Legionnaires' Disease ?
3895,MedQuAD,Is Osteogenesis imperfecta inherited ?
3896,MedQuAD,What are the symptoms of Diabetic Retinopathy ?
3897,MedQuAD,What causes Pelizaeus-Merzbacher disease ?
3898,MedQuAD,What are the treatments for Acquired pure red cell aplasia ?
3899,MedQuAD,What are the treatments for Progressive Supranuclear Palsy ?
3900,MedQuAD,What are the genetic changes related to 1q21.1 microdeletion ?
3901,MedQuAD,What is (are) Inflammatory breast cancer ?
3902,MedQuAD,What are the treatments for Holes in the Heart ?
3903,MedQuAD,What is (are) Glucose transporter type 1 deficiency syndrome ?
3904,MedQuAD,What is the outlook for Knee Replacement ?
3905,MedQuAD,Do you have information about Islet Cell Transplantation
3906,PubMedQA,Are the long-term results of the transanal pull-through equal to those of the transabdominal pull-through?
3907,MedQuAD,What is (are) Retinal Disorders ?
3908,MedQuAD,What are the treatments for monilethrix ?
3909,PubMedQA,Patient-Controlled Therapy of Breathlessness in Palliative Care: A New Therapeutic Concept for Opioid Administration?
3910,MedQuAD,What are the symptoms of Von Hippel-Lindau disease ?
3911,MedQuAD,What are the treatments for Farber's Disease ?
3912,MedQuAD,Is mucopolysaccharidosis type I inherited ?
3913,MedQuAD,What is (are) Hereditary angioedema ?
3914,MedQuAD,What are the symptoms of Neuronal ceroid lipofuscinosis 10 ?
3915,MedQuAD,What are the symptoms of Dermatitis herpetiformis ?
3916,MedQuAD,"What are the symptoms of Tuberous sclerosis, type 2 ?"
3917,MedQuAD,What are the treatments for Camurati-Engelmann disease ?
3918,MedQuAD,What causes Laryngeal cleft ?
3919,MedQuAD,What are the treatments for Refsum Disease ?
3920,MedQuAD,How many people are affected by benign chronic pemphigus ?
3921,MedQuAD,Is dopamine beta-hydroxylase deficiency inherited ?
3922,MedQuAD,What are the treatments for esophageal atresia/tracheoesophageal fistula ?
3923,MedQuAD,How to diagnose Diffuse idiopathic skeletal hyperostosis ?
3924,MedQuAD,What is (are) Lymphedema-distichiasis syndrome ?
3925,MedQuAD,What are the symptoms of Short Bowel Syndrome ?
3926,MedQuAD,What are the genetic changes related to microphthalmia ?
3927,MedQuAD,What are the genetic changes related to paroxysmal extreme pain disorder ?
3928,MedQuAD,What is the outlook for Microcephaly ?
3929,MedQuAD,What are the symptoms of Familial juvenile hyperuricaemic nephropathy ?
3930,MedQuAD,What are the symptoms of Majeed syndrome ?
3931,MedQuAD,What is (are) chorea-acanthocytosis ?
3932,MedQuAD,What are the symptoms of Warm antibody hemolytic anemia ?
3933,MedQuAD,What are the symptoms of Der Kaloustian Mcintosh Silver syndrome ?
3934,MedQuAD,What are the treatments for prion disease ?
3935,MedQuAD,What are the treatments for spastic paraplegia type 7 ?
3936,MedQuAD,What is (are) lymphedema-distichiasis syndrome ?
3937,PubMedQA,Cholestasis associated with small bowel atresia: do we always need to investigate?
3938,PubMedQA,Do follow-up recommendations for abnormal Papanicolaou smears influence patient adherence?
3939,MedQuAD,"What are the symptoms of Cataracts, ataxia, short stature, and mental retardation ?"
3940,MedQuAD,Is hereditary sensory and autonomic neuropathy type V inherited ?
3941,MedQuAD,How many people are affected by Nijmegen breakage syndrome ?
3942,MedQuAD,What are the treatments for Melkersson-Rosenthal Syndrome ?
3943,MedQuAD,How to diagnose Gardner-Diamond syndrome ?
3944,MedQuAD,What is (are) Childhood Acute Myeloid Leukemia and Other Myeloid Malignancies ?
3945,MedQuAD,What are the genetic changes related to cytochrome c oxidase deficiency ?
3946,MedQuAD,What are the treatments for Diabetic Retinopathy ?
3947,MedQuAD,How many people are affected by Naegeli-Franceschetti-Jadassohn syndrome/dermatopathia pigmentosa reticularis ?
3948,MedQuAD,How to diagnose Nonalcoholic Steatohepatitis ?
3949,MedQuAD,What are the genetic changes related to hereditary angioedema ?
3950,MedQuAD,What is (are) pyridoxine-dependent epilepsy ?
3951,PubMedQA,"The Main Gate Syndrome: a new format in mass-casualty victim ""surge"" management?"
3952,MedQuAD,What are the symptoms of Scheie syndrome ?
3953,MedQuAD,What are the genetic changes related to Weyers acrofacial dysostosis ?
3954,MedQuAD,What is (are) Multiple Myeloma ?
3955,MedQuAD,What are the treatments for Children's interstitial lung disease ?
3956,PubMedQA,Do we need imaging to diagnose appendicitis in children?
3957,MedQuAD,How to diagnose Warthin tumor ?
3958,MedQuAD,What is (are) Ankylosing Spondylitis ?
3959,MedQuAD,What are the symptoms of Osteogenesis imperfecta type V ?
3960,MedQuAD,What are the treatments for Isobutyryl-CoA dehydrogenase deficiency ?
3961,MedQuAD,What are the treatments for diastrophic dysplasia ?
3962,MedQuAD,What are the symptoms of Renal hamartomas nephroblastomatosis and fetal gigantism ?
3963,MedQuAD,What are the treatments for Down syndrome ?
3964,MedQuAD,What are the symptoms of Mucolipidosis type 4 ?
3965,MedQuAD,What are the symptoms of Glucose-6-phosphate dehydrogenase deficiency ?
3966,MedQuAD,"What are the symptoms of Craniosynostosis, anal anomalies, and porokeratosis ?"
3967,PubMedQA,Do dermatomyositis and polymyositis affect similar thigh muscles?
3968,MedQuAD,What is (are) Rhabdoid tumor ?
3969,MedQuAD,Is PDGFRB-associated chronic eosinophilic leukemia inherited ?
3970,MedQuAD,What is (are) Juvenile dermatomyositis ?
3971,MedQuAD,What are the symptoms of Wells-Jankovic syndrome ?
3972,MedQuAD,How to diagnose 15q13.3 microdeletion syndrome ?
3973,PubMedQA,Proliferative index obtained by DNA image cytometry. Does it add prognostic information in Auer IV breast cancer?
3974,MedQuAD,What are the genetic changes related to giant axonal neuropathy ?
3975,MedQuAD,What causes Parsonage Turner syndrome ?
3976,MedQuAD,What are the symptoms of Annular pancreas ?
3977,MedQuAD,Is SLC4A1-associated distal renal tubular acidosis inherited ?
3978,MedQuAD,Who is at risk for Hypersensitivity Pneumonitis? ?
3979,MedQuAD,What are the symptoms of Small cell carcinoma of the bladder ?
3980,MedQuAD,What is (are) Li-Fraumeni syndrome ?
3981,MedQuAD,What are the treatments for Lafora disease ?
3982,MedQuAD,What are the treatments for neurohypophyseal diabetes insipidus ?
3983,MedQuAD,What are the symptoms of Corneal dystrophy Thiel Behnke type ?
3984,MedQuAD,What are the genetic changes related to carbamoyl phosphate synthetase I deficiency ?
3985,MedQuAD,What are the symptoms of Childhood hypophosphatasia ?
3986,MedQuAD,How many people are affected by Carpenter syndrome ?
3987,MedQuAD,What are the symptoms of Stargardt macular degeneration absent or hypoplastic corpus callosum mental retardation and dysmorphic features ?
3988,MedQuAD,What are the treatments for familial hypertrophic cardiomyopathy ?
3989,MedQuAD,What is (are) achondroplasia ?
3990,MedQuAD,Is VACTERL association inherited ?
3991,MedQuAD,How to diagnose Parasites - Enterobiasis (also known as Pinworm Infection) ?
3992,MedQuAD,What is (are) Hepatoblastoma ?
3993,MedQuAD,What are the treatments for Cornelia de Lange syndrome ?
3994,MedQuAD,What is (are) Encephalitis lethargica ?
3995,MedQuAD,What are the symptoms of Tetralogy of fallot and glaucoma ?
3996,MedQuAD,What are the symptoms of Coronary Microvascular Disease ?
3997,MedQuAD,How many people are affected by vitelliform macular dystrophy ?
3998,PubMedQA,Are behavioural risk factors to be blamed for the conversion from optimal blood pressure to hypertensive status in Black South Africans?
3999,MedQuAD,What are the treatments for Vulvar Cancer ?
4000,MedQuAD,What is the outlook for Holoprosencephaly ?
4001,MedQuAD,How to diagnose Hypotension ?
4002,PubMedQA,Are serum leptin levels a prognostic factor in advanced lung cancer?
4003,MedQuAD,What are the symptoms of Langerhans Cell Histiocytosis ?
4004,MedQuAD,How to diagnose Abetalipoproteinemia ?
4005,MedQuAD,What are the symptoms of 47 XXX syndrome ?
4006,MedQuAD,What are the treatments for VLCAD deficiency ?
4007,MedQuAD,What to do for Glomerular Diseases ?
4008,MedQuAD,What are the symptoms of Microcephaly cervical spine fusion anomalies ?
4009,MedQuAD,What are the genetic changes related to X-linked adrenal hypoplasia congenita ?
4010,MedQuAD,What is (are) Immunotactoid glomerulopathy ?
4011,MedQuAD,Is Limb-girdle muscular dystrophy inherited ?
4012,MedQuAD,What is (are) Tarsal carpal coalition syndrome ?
4013,MedQuAD,How many people are affected by alveolar capillary dysplasia with misalignment of pulmonary veins ?
4014,MedQuAD,Who is at risk for ? ?
4015,MedQuAD,What are the symptoms of Tumor necrosis factor receptor-associated periodic syndrome ?
4016,MedQuAD,Is thrombocytopenia-absent radius syndrome inherited ?
4017,MedQuAD,What is (are) Cant syndrome ?
4018,PubMedQA,Does Paget's disease exist in India?
4019,MedQuAD,What are the symptoms of Gastrointestinal Carcinoid Tumors ?
4020,MedQuAD,What is (are) Chiari malformation type 1 ?
4021,MedQuAD,Is Ghosal hematodiaphyseal dysplasia inherited ?
4022,MedQuAD,What is (are) Leber hereditary optic neuropathy with dystonia ?
4023,MedQuAD,"What are the symptoms of Corneal hypesthesia, familial ?"
4024,PubMedQA,Has the mammography quality standards act affected the mammography quality in North Carolina?
4025,MedQuAD,What is the outlook for Prosopagnosia ?
4026,MedQuAD,How many people are affected by isodicentric chromosome 15 syndrome ?
4027,MedQuAD,What are the symptoms of Muscular fibrosis multifocal obstructed vessels ?
4028,MedQuAD,Is Larsen syndrome inherited ?
4029,MedQuAD,What are the symptoms of Kyasanur Forest Disease (KFD) ?
4030,MedQuAD,What is the outlook for Spasticity ?
4031,MedQuAD,What causes Congenital laryngeal palsy ?
4032,MedQuAD,What are the genetic changes related to nonsyndromic holoprosencephaly ?
4033,MedQuAD,What are the symptoms of Robinow Sorauf syndrome ?
4034,MedQuAD,What is (are) Hyper-IgD syndrome ?
4035,MedQuAD,What are the genetic changes related to Sheldon-Hall syndrome ?
4036,MedQuAD,How to diagnose Klinefelter syndrome ?
4037,MedQuAD,What are the symptoms of Osteoporosis ?
4038,MedQuAD,Who is at risk for Childhood Hodgkin Lymphoma? ?
4039,MedQuAD,What are the symptoms of Hereditary mucoepithelial dysplasia ?
4040,MedQuAD,What causes Psoriasis ?
4041,MedQuAD,Is Isobutyryl-CoA dehydrogenase deficiency inherited ?
4042,MedQuAD,What are the treatments for hereditary xanthinuria ?
4043,MedQuAD,What are the symptoms of Facial ectodermal dysplasia ?
4044,MedQuAD,What are the symptoms of Neutropenia chronic familial ?
4045,MedQuAD,What are the genetic changes related to Axenfeld-Rieger syndrome ?
4046,MedQuAD,How many people are affected by metatropic dysplasia ?
4047,MedQuAD,What causes What I need to know about Hirschsprung Disease ?
4048,MedQuAD,What are the symptoms of Van Buchem disease type 2 ?
4049,MedQuAD,What are the symptoms of Osteopetrosis autosomal dominant type 1 ?
4050,MedQuAD,How to diagnose Wilms Tumor and Other Childhood Kidney Tumors ?
4051,MedQuAD,What is (are) Hearing Loss ?
4052,MedQuAD,What is (are) Neuronal ceroid lipofuscinosis 7 ?
4053,MedQuAD,What are the symptoms of Cerebral sarcoma ?
4054,MedQuAD,How many people are affected by Jervell and Lange-Nielsen syndrome ?
4055,PubMedQA,Does cup-cage reconstruction with oversized cups provide initial stability in THA for osteoporotic acetabular fractures?
4056,MedQuAD,What are the genetic changes related to achondroplasia ?
4057,MedQuAD,Is phosphoglycerate mutase deficiency inherited ?
4058,MedQuAD,Is congenital stromal corneal dystrophy inherited ?
4059,MedQuAD,Do you have information about Weight Loss Surgery
4060,MedQuAD,What is (are) Combined malonic and methylmalonic aciduria ?
4061,MedQuAD,What are the symptoms of Leiomyoma of vulva and esophagus ?
4062,MedQuAD,What is (are) Deafness and myopia syndrome ?
4063,MedQuAD,What causes Sickle Cell Disease ?
4064,MedQuAD,What is (are) Rabson-Mendenhall syndrome ?
4065,MedQuAD,What is (are) harlequin ichthyosis ?
4066,MedQuAD,What are the symptoms of Filippi syndrome ?
4067,MedQuAD,What are the treatments for cystic fibrosis ?
4068,MedQuAD,What are the symptoms of Churg Strauss syndrome ?
4069,MedQuAD,What is (are) Fowler's syndrome ?
4070,MedQuAD,What is the outlook for Gastrointestinal Carcinoid Tumors ?
4071,MedQuAD,What are the symptoms of Small Cell Lung Cancer ?
4072,MedQuAD,What are the treatments for Binswanger's disease ?
4073,MedQuAD,What is (are) sitosterolemia ?
4074,MedQuAD,What is (are) VLDLR-associated cerebellar hypoplasia ?
4075,MedQuAD,What causes Ollier disease ?
4076,MedQuAD,What are the treatments for Cerebral Aneurysms ?
4077,MedQuAD,What is (are) familial male-limited precocious puberty ?
4078,MedQuAD,What is (are) alpha-methylacyl-CoA racemase deficiency ?
4079,MedQuAD,What is (are) Cerebral Arteriosclerosis ?
4080,MedQuAD,Is Pendred syndrome inherited ?
4081,MedQuAD,"Is Ehlers-Danlos syndrome, vascular type inherited ?"
4082,MedQuAD,Is lymphedema-distichiasis syndrome inherited ?
4083,PubMedQA,Does reducing spasticity translate into functional benefit?
4084,MedQuAD,what research (or clinical trials) is being done for Neurosyphilis ?
4085,MedQuAD,What are the symptoms of Fucosidosis type 1 ?
4086,MedQuAD,What are the genetic changes related to X-linked lymphoproliferative disease ?
4087,MedQuAD,What are the genetic changes related to Legg-Calv-Perthes disease ?
4088,MedQuAD,What are the symptoms of Spastic paraplegia 14 ?
4089,MedQuAD,What is (are) Sciatica ?
4090,MedQuAD,What is (are) 2-methylbutyryl-CoA dehydrogenase deficiency ?
4091,MedQuAD,What is (are) Ebstein's anomaly ?
4092,MedQuAD,What is (are) Pantothenate kinase-associated neurodegeneration ?
4093,MedQuAD,What are the treatments for Gigantomastia ?
4094,MedQuAD,What are the genetic changes related to dopa-responsive dystonia ?
4095,PubMedQA,Percutaneous ethanol injection for benign cystic thyroid nodules: is aspiration of ethanol-mixed fluid advantageous?
4096,MedQuAD,what research (or clinical trials) is being done for Syringomyelia ?
4097,MedQuAD,What is (are) Paroxysmal extreme pain disorder ?
4098,MedQuAD,What are the treatments for Catamenial pneumothorax ?
4099,MedQuAD,What are the genetic changes related to inherited thyroxine-binding globulin deficiency ?
4100,MedQuAD,What are the symptoms of Tubular aggregate myopathy ?
4101,MedQuAD,What is (are) Cyclic Vomiting Syndrome ?
4102,MedQuAD,What is (are) Light chain deposition disease ?
4103,MedQuAD,What are the treatments for Clouston syndrome ?
4104,MedQuAD,What are the treatments for Chronic Neutrophilic Leukemia ?
4105,MedQuAD,What are the treatments for Miyoshi myopathy ?
4106,PubMedQA,Spinal subdural hematoma: a sequela of a ruptured intracranial aneurysm?
4107,MedQuAD,What is (are) Duane syndrome type 3 ?
4108,MedQuAD,Is Basilar migraine inherited ?
4109,MedQuAD,What are the genetic changes related to medium-chain acyl-CoA dehydrogenase deficiency ?
4110,MedQuAD,Is familial hyperaldosteronism inherited ?
4111,MedQuAD,What are the treatments for Normal Pressure Hydrocephalus ?
4112,MedQuAD,What are the genetic changes related to aromatase deficiency ?
4113,MedQuAD,What is (are) 15q24 microdeletion ?
4114,MedQuAD,What is (are) Syndrome of inappropriate antidiuretic hormone ?
4115,MedQuAD,How many people are affected by adolescent idiopathic scoliosis ?
4116,MedQuAD,How to diagnose Atrial Fibrillation ?
4117,PubMedQA,Can elevated troponin I levels predict complicated clinical course and inhospital mortality in patients with acute pulmonary embolism?
4118,MedQuAD,How many people are affected by fragile X-associated tremor/ataxia syndrome ?
4119,MedQuAD,What is the outlook for Neurofibromatosis ?
4120,MedQuAD,"What are the symptoms of Mitral valve prolapse, familial, X-linked ?"
4121,MedQuAD,What are the symptoms of Nijmegen breakage syndrome ?
4122,MedQuAD,Who is at risk for Low Vision? ?
4123,MedQuAD,what research (or clinical trials) is being done for Polymyositis ?
4124,MedQuAD,What are the treatments for CHOPS syndrome ?
4125,MedQuAD,What causes Diabetic mastopathy ?
4126,MedQuAD,What causes Stenotrophomonas maltophilia infection ?
4127,MedQuAD,"What are the treatments for 48,XXYY syndrome ?"
4128,MedQuAD,What is (are) Psoriatic Arthritis ?
4129,MedQuAD,What is (are) Connective Tissue Disorders ?
4130,MedQuAD,Is microcephalic osteodysplastic primordial dwarfism type II inherited ?
4131,MedQuAD,Is Lafora disease inherited ?
4132,MedQuAD,What are the treatments for Adolescent idiopathic scoliosis ?
4133,MedQuAD,Is MyD88 deficiency inherited ?
4134,MedQuAD,Who is at risk for Chronic Lymphocytic Leukemia? ?
4135,MedQuAD,What are the genetic changes related to hypochromic microcytic anemia with iron overload ?
4136,MedQuAD,What is (are) Smoking and the Digestive System ?
4137,MedQuAD,Is Lupus inherited ?
4138,MedQuAD,Do you have information about Ozone
4139,MedQuAD,How many people are affected by Fuchs endothelial dystrophy ?
4140,PubMedQA,Does a preoperative medically supervised weight loss program improve bariatric surgery outcomes?
4141,MedQuAD,What are the genetic changes related to celiac disease ?
4142,MedQuAD,What is (are) Asperger syndrome ?
4143,MedQuAD,What is (are) Genital Warts ?
4144,MedQuAD,Is epidermolysis bullosa simplex inherited ?
4145,MedQuAD,what research (or clinical trials) is being done for Dyssynergia Cerebellaris Myoclonica ?
4146,MedQuAD,What is the outlook for Pompe Disease ?
4147,MedQuAD,Is Meige disease inherited ?
4148,MedQuAD,What is (are) ankyloblepharon-ectodermal defects-cleft lip/palate syndrome ?
4149,MedQuAD,What are the symptoms of Primary hyperoxaluria type 2 ?
4150,MedQuAD,What are the treatments for central core disease ?
4151,MedQuAD,Is Schwartz-Jampel syndrome inherited ?
4152,MedQuAD,What are the treatments for familial isolated hyperparathyroidism ?
4153,MedQuAD,What is (are) Multiple epiphyseal dysplasia ?
4154,PubMedQA,Is intrapartum vibroacoustic stimulation an effective predictor of fetal acidosis?
4155,MedQuAD,What are the symptoms of Menetrier disease ?
4156,MedQuAD,What are the symptoms of Colorectal Cancer ?
4157,MedQuAD,What is (are) Congenital anosmia ?
4158,MedQuAD,Is diastrophic dysplasia inherited ?
4159,MedQuAD,How many people are affected by hereditary neuralgic amyotrophy ?
4160,MedQuAD,Is adolescent idiopathic scoliosis inherited ?
4161,MedQuAD,What are the treatments for Medullary Sponge Kidney ?
4162,MedQuAD,How to prevent Deep Vein Thrombosis ?
4163,MedQuAD,What are the symptoms of Catecholaminergic polymorphic ventricular tachycardia ?
4164,MedQuAD,What are the symptoms of Autosomal dominant nocturnal frontal lobe epilepsy ?
4165,MedQuAD,What are the symptoms of Adult Acute Myeloid Leukemia ?
4166,MedQuAD,What is (are) Adult Acute Myeloid Leukemia ?
4167,MedQuAD,How many people are affected by atelosteogenesis type 2 ?
4168,MedQuAD,What is (are) Spastic diplegia cerebral palsy ?
4169,MedQuAD,What are the genetic changes related to pseudohypoaldosteronism type 1 ?
4170,MedQuAD,What is (are) Papillary renal cell carcinoma ?
4171,MedQuAD,What are the symptoms of Overweight and Obesity ?
4172,MedQuAD,Is progressive supranuclear palsy inherited ?
4173,MedQuAD,What is (are) Osteogenesis imperfecta type VI ?
4174,MedQuAD,What are the symptoms of Leber hereditary optic neuropathy with dystonia ?
4175,MedQuAD,What are the treatments for Ollier disease ?
4176,MedQuAD,What are the symptoms of Idiopathic acute eosinophilic pneumonia ?
